ID	Semestar	Pitanje	Opcija A	Opcija B	Opcija C	Opcija D	Tocan odgovor	Objasnjenje
46	1	Poredaj od najmanjeg: -korijen iz 4, 0, 1 / 2, -3.	-korijen iz 4, -3, 0, 1 / 2	0, 1 / 2, -korijen iz 4, -3	-3, -korijen iz 4, 0, 1 / 2	1 / 2, 0, -korijen iz 4, -3	2	-3 < -2 < 0 < 0,5. Korijen iz 4 = 2.
47	1	Broj korijen iz 2 je:	Racionalan	Iracionalan	Cijeli	Prirodni	1	Ne može se zapisati kao razlomak p / q.
48	1	Formula za udaljenost dviju točaka A(x1,y1) i B(x2,y2):	(x2-x1) + (y2-y1)	korijen iz ((x2-x1)^2 + (y2-y1)^2)	/x2-x1/ * /y2-y1/	(x2+x1) / 2	1	Pitagorin poučak primijenjen na koordinatni sustav.
49	1	Središte dužine AB za A(2,4) i B(6,8) je:	(8, 12)	(4, 2)	(4, 6)	(2, 2)	2	S = ((2+6) / 2, (4+8) / 2) = (4, 6).
50	1	Koliko je korijen iz 2 * korijen iz 8?	korijen iz 10	korijen iz 16 = 4	16	2	1	Korijen iz (2*8) = korijen iz 16 = 4.
51	2	Volumen prizme je:	B + h	B * h	2 * B * h	B / h	1	V = površina baze * visina.
52	2	Volumen valjka je:	2 * r * pi * h	r^2 * pi * h	r * pi * h^2	r^2 * pi + h	1	V = r^2 * pi * h (baza je krug).
53	2	Oplošje valjka je:	r^2 * pi * h	2 * r^2 * pi + 2 * r * pi * h	r * pi * h	2 * r * pi + h	1	Oplošje = 2 baze + plašt = 2r^2*pi + 2r*pi*h.
54	2	Koliki je volumen valjka r = 3 cm, h = 10 cm?	30 pi cm^3	90 pi cm^3	60 pi cm^3	9 pi cm^3	1	V = 3^2 * pi * 10 = 90 pi cm^3.
55	2	Piramida ima bazu koja je:	Uvijek krug	Uvijek trokut	Bilo koji mnogokut	Uvijek kvadrat	2	Baza može biti trokut, kvadrat, pravokutnik itd.
56	2	Volumen piramide je:	B * h	B * h / 2	B * h / 3	2 * B * h	2	V = 1 / 3 * B * h.
57	2	Volumen stošca (konusa) je:	r^2 * pi * h	r^2 * pi * h / 2	2 * r * pi * h	r^2 * pi * h / 3	3	V = 1 / 3 * r^2 * pi * h.
58	2	Oplošje kugle je:	4 * r^2 * pi	2 * r^2 * pi	r^2 * pi	4 / 3 * r^3 * pi	0	O = 4 * r^2 * pi.
59	2	Volumen kugle je:	4 * r^2 * pi	r^3 * pi	4 / 3 * r^3 * pi	2 * r^3 * pi	2	V = 4 / 3 * r^3 * pi.
60	2	Koliki je volumen kugle polumjera r = 3 cm?	36 pi cm^3	108 pi cm^3	27 pi cm^3	12 pi cm^3	0	V = 4 / 3 * 27 * pi = 36 pi cm^3.
61	1	Koliko je a^3 / a^1?	a^4	a^2	a^3	a	1	Pri dijeljenju potencija eksponenti se oduzimaju: 3-1=2.
62	1	Koliko je (a^2)^3?	a^5	a^8	a^6	a^23	2	Potencija potencije: eksponenti se množe (2*3=6).
63	1	Broj 0,0001 zapisan kao potencija je:	10^(-3)	10^(-4)	10^(-5)	10^4	1	0,0001 = 1 / 10000 = 10^(-4).
64	1	Standardni zapis broja 5 200 000 je:	52 * 10^5	0,52 * 10^7	5,2 * 10^6	520 * 10^4	2	U standardnom zapisu mantisa je između 1 i 10.
65	1	Koji broj je racionalan?	korijen iz 7	pi	0,75	korijen iz 3	2	0,75 = 3 / 4, što je razlomak.
66	1	Interval [2, 5] uključuje:	Sve brojeve veće od 5	Samo 2 i 5	Sve realne brojeve od 2 do 5 uključujući rubove	Samo cijele brojeve od 2 do 5	2	Zatvoreni interval uključuje krajnje točke.
67	1	Koliko je korijen iz 400?	40	200	20	10	2	20 * 20 = 400.
68	1	Ako je korijen iz x = 9, koliko je x?	3	18	81	9	2	x = 9^2 = 81.
69	1	Koliko je korijen iz 12 * korijen iz 3?	korijen iz 15	korijen iz 36 = 6	36	9	1	Korijen iz (12*3) = korijen iz 36 = 6.
70	1	Riješi nejednadžbu: 4x - 2 <= 10.	x <= 2	x >= 3	x <= 3	x < 2	2	4x <= 12, x <= 3.
71	2	Obrnuta proporcionalnost ima formulu:	y = kx	y = k + x	y = k / x	y = x - k	2	Kad jedna veličina raste, druga pada proporcionalno.
72	2	Linearna jednadžba ax + b = 0 ima rješenje:	x = a / b	x = -b / a	x = b - a	x = a + b	1	ax = -b, dakle x = -b / a.
73	2	Koliko stranica ima pravilna osmerokutna piramida?	8	9	16	10	1	8 bočnih trokutnih strana + 1 baza = 9 strana.
74	2	Plašt valjka ima oblik:	Kruga	Trokuta	Pravokutnika	Trapeza	2	Razvijena bočna ploha valjka je pravokutnik.
75	2	Riješi sustav: x + y = 10 i x - y = 4.	(5, 5)	(7, 3)	(8, 2)	(6, 4)	1	Zbrajanjem: 2x = 14, x = 7, y = 3.
76	1	Skup racionalnih brojeva označavamo slovom:	N	Z	R	Q	3	Q od Quotient (kvocijent/razlomak).
77	1	Koliko je 4^(1 / 2)?	2	8	4	16	0	4^(1 / 2) = korijen iz 4 = 2.
78	1	Korijen iz (a^2) je:	a^2	2a	/a/	a / 2	2	Apsolutna vrijednost jer korijen je uvijek nenegativan.
79	2	Talesov poučak kaže da kut upisan u polukrug je:	60°	45°	90°	180°	2	Svaki kut upisan u polukrug je pravi kut (90°).
80	2	Formule za upisanu kružnicu trokuta koriste:	Opseg i površinu	Samo stranice	Samo kutove	Samo visinu	0	r = P / s, gdje je s poluopseg.
81	1	Što znači simbol ∈?	Jednako	Manje od	Pripada (skupu)	Veće od	2	Npr. 3 ∈ N znači da 3 pripada skupu prirodnih brojeva.
82	2	Sličnost trokuta znači da imaju:	Jednake stranice	Jednake kutove i proporcionalne stranice	Jednake površine	Iste boje	1	Slični trokuti imaju iste kutove, ali različite veličine.
83	2	Omjer sličnosti k = 2 znači da je drugi trokut:	Dvostruko manji	Isti	Dvostruko veći	Četiri puta veći	2	Sve stranice su dvostruko duže.
84	2	Ako su trokuti slični s k = 3, omjer njihovih površina je:	3	6	9	27	2	Omjer površina je k^2 = 9.
85	2	Srednja linija trokuta je paralelna jednoj stranici i jednaka:	Cijeloj stranici	Trećini stranice	Dvostrukoj stranici	Polovici te stranice	3	Spaja polovišta dviju stranica.
86	1	Koliko je korijen iz 81 + korijen iz 16?	korijen iz 97	97	13	12	2	9 + 4 = 13. Korijeni se ne zbrajaju pod korijenom!
87	1	Riješi: 5(x - 2) = 15.	x = 1	x = 5	x = 3	x = 7	1	x - 2 = 3, x = 5.
88	1	Koliko je (2 / 3)^2?	4 / 9	2 / 9	4 / 6	2 / 6	0	Kvadriramo i brojnik i nazivnik: 4 / 9.
89	2	Jedan kut trokuta je 90°, drugi 30°. Treći je:	30°	90°	60°	45°	2	180° - 90° - 30° = 60°.
90	2	Visina jednakokračnog trokuta na osnovicu ujedno je i:	Dijagonala	Simetrala osnovice	Stranica	Hipotenuza	1	Dijeli osnovicu na dva jednaka dijela.
91	2	Udaljenost točke A(0,0) od točke B(3,4) je:	7	5	12	1	1	d = korijen iz (9 + 16) = korijen iz 25 = 5.
92	2	Koje je sjecište pravaca y = x i y = -x?	(1, 1)	(0, 0)	(-1, 1)	Ne sijeku se	1	x = -x daje 2x = 0, x = 0, y = 0.
93	1	Koliko je 2^10?	512	1024	2048	256	1	2^10 = 1024.
94	1	Inverz broja 1 / 3 je:	1 / 3	-3	3	-1 / 3	2	Recipročni (inverzni) broj od 1 / 3 je 3 / 1 = 3.
95	2	Tangenta na kružnicu je okomita na:	Tetivu	Promjer	Polumjer u točki dodira	Sekantu	2	Tangenta i polumjer zatvaraju kut od 90° u točki dodira.
96	2	Obodni kut nad istim lukom je:	Jednak središnjem	Dvostruko veći od središnjeg	Jednak tetivi	Upola manji od središnjeg	3	Obodni kut = 1 / 2 * središnji kut.
97	2	Volumen kvadra a = 2, b = 3, c = 5 cm je:	10 cm^3	30 cm^3	20 cm^3	60 cm^3	1	V = a * b * c = 2 * 3 * 5 = 30.
98	1	Procijeni: korijen iz 50 je između:	8 i 9	6 i 7	5 i 6	7 i 8	3	7^2 = 49, 8^2 = 64. Dakle između 7 i 8.
99	1	Koliko je 0,125 kao razlomak?	1 / 4	1 / 8	1 / 5	1 / 10	1	0,125 = 125 / 1000 = 1 / 8.
100	2	Matematika 8. razreda je:	Nemoguća	Samo za odrasle	Dosadna	Temelj za srednju školu	3	Sve naučeno u 8. razredu priprema te za uspjeh u srednjoj!
